date_raw,sender_name,text
4 weeks ago,Lirpa ***********,Sir request lang po in behalf of all the distres OFW na ngforgud...baka namn po pwede nman wag namn kmi pahirapan sa mga requirements for claim of financial assistance. Thank you!
4 weeks ago,Anthony ***********,Anthony Atanacio
4 weeks ago,Rich ***********,Watching from jeddah KSA. God bless to all
4 weeks ago,Ronald ***********,Good day!!! Watching from saudi Arabia sir yong scholarship po ba available yan nationwide
4 weeks ago,Endy ***********,Good day to everyone Watching from Riyadh Saudi Arabia Salamat sa inyong lahat
4 weeks ago,Mer ***********,watching from jeddah.. godbless po
4 weeks ago,Vergie ***********,Watching from Riyadh KSA.
4 weeks ago,Emilda ***********,Helo po sir watching from. Qatar God bless po.
4 weeks ago,Rose ***********,Pa ko check din po sit knh active page sa onwards thank you po God bless
4 weeks ago,Jonalyn ***********,Good afternoon po
4 weeks ago,Helen ***********,Watching from cyprus
4 weeks ago,Miriam ***********,Hello po watching from Saudi Arabia aljouf
4 weeks ago,Lolit ***********,Hi sir watching from riyadh saudi arabia
4 weeks ago,Alexa ***********,Good day po ma'am/ sir watching from Riyadh
4 weeks ago,Berna ***********,Hello po good afternoon
4 weeks ago,Castillo ***********,Watching from israel
4 weeks ago,Lyn ***********,I’m ANALYN tillo po watching po from Dubai
4 weeks ago,Fely ***********,"Welcome po sir, thank you din po sir, God always protect To all of Us po,"
4 weeks ago,Marie ***********,Good afternoon po watching from Israel
4 weeks ago,Chen ***********,Hello po.watching from beirut lebanon..
4 weeks ago,Rosalie ***********,Good evening everyone!!! Watching from Hong Kong po
4 weeks ago,Maricel ***********,Good evening po
4 weeks ago,Almars ***********,watching from lebanon
4 weeks ago,Cabison ***********,Thank you so much all tags polo owwa ng tulong as amen mka uwi.. God bless you all stops polo owwa
4 weeks ago,Hikaruh ***********,watching from jeddah po good evening po
4 weeks ago,Crezzy ***********,Watching from iloilo po ex abroad
4 weeks ago,Evelyn ***********,Hello po watching from al zabya jizan Saudi Arabia
4 weeks ago,Rhenz ***********,Good evening po.....
4 weeks ago,RYe ***********,Watching from kuwait po
4 weeks ago,Elgen ***********,Good ev din po watching from phil q egency
4 weeks ago,Malasa ***********,Assalamualaikum sir whatching from riyadh poh.
4 weeks ago,Estela ***********,Watching from Singapore
4 weeks ago,Aldovino ***********,"Watching po ,from riyadh,"
4 weeks ago,Corsino ***********,Watching from Hongkong
4 weeks ago,Celine ***********,Watching from lebanon
4 weeks ago,Nera ***********,Watching from kuwait sir
4 weeks ago,Beb's ***********,Watching from Lebanon
4 weeks ago,Jick ***********,Thank you so much po OWWA SCHOLARSHIP PROGRAM
4 weeks ago,Elizabeth ***********,Watching from hongkong
4 weeks ago,Eiram ***********,Sie arnel anong po pwedeng gawin po kase wla po kaming day off at wla po kming pahinga at kulang kmi ng tulog dto po kmi kuwait
4 weeks ago,Arbizo ***********,Hi po watching from Qatar
4 weeks ago,May ***********,Hello po..watching from kuwait po
4 weeks ago,Lirio ***********,I'm watching from Riyadh mga sir
4 weeks ago,SnipperAurora ***********,Watching from abu dhabi
4 weeks ago,Marites ***********,Watching from malaysia
4 weeks ago,Marialina ***********,Good evening to all watching from HongKong sir Arnel.
4 weeks ago,Redzielyn ***********,Watching from oman
4 weeks ago,Elaine ***********,"Hi sir good evening poh,,watching from unayzah Saudi Arabia.."
4 weeks ago,Redzielyn ***********,"Hello po maam,sir.ask ko lang po kung makaka avail po yong anak ko sa schoolarship kahit po sa maynila sia nag aaral 2ndyr college na po sia,at ako po na ofw ay taga pangasinan."
4 weeks ago,Gil ***********,Good evening po watching frm hk
4 weeks ago,Malou ***********,watching po from Macau Taipa..
4 weeks ago,Arnaiz ***********,Good afternoon for all of you Sir
4 weeks ago,Danilo ***********,Sir ano po mga benifiaries or tulong po para samin na may Mali liit PA na mga anak na naiiwan sa Pinas.. God bless all.. Thank you po.. Sana mapansin po..
4 weeks ago,Veverlyn ***********,Veverlyn balboa po watching from aljeyah tumier Saudi Arabia..
4 weeks ago,Hannah ***********,Good evening po
4 weeks ago,Donna ***********,Watching from hong kong
4 weeks ago,Janet ***********,Watching from Hong-Kong
4 weeks ago,Nengs ***********,Hello Po sir ma'am watching from kuwait
4 weeks ago,Baby ***********,Sana po matulungan mu po mga R/A ng QATAR gusto na po mkauwe walang pamasahe..god bless po sa malinis mo puso at pagtulong mo sa mga ofw.lagi po kayo mgiingat..
4 weeks ago,Bayani ***********,Good evening retired OFW po ako may benifits like livelyhood ba ho kami sa OWWA yung mga nagretired na?
4 weeks ago,Nellie ***********,Watching from Singapore
4 weeks ago,Anchor ***********,Mam and Sr. My ask lng Po ako my ECard npo ako pwede pa po ba un o kukuha. Uli ako Ng bago po salamat po god bless po
4 weeks ago,Miaka ***********,"Hello po s inyo lhat jn sir and mam,, have a blessed day po,,,"
4 weeks ago,Ukhty ***********,Watching from Qatar Po sir
4 weeks ago,Seann ***********,Hello po watching from uae
4 weeks ago,Michaela ***********,Hello po good pm po.. Dto po ako s Bahrain.. After po b n mataos ang kontrata nmin almost 7years n po ako dto makukuha b ang indemity nmin dto
4 weeks ago,Aleihs ***********,Watching from Dubai
4 weeks ago,Marry ***********,Bless everyone I'm watching from Bahrain
4 weeks ago,Zareenxia ***********,Watching from Jeddah saudi arabia
4 weeks ago,Clarie ***********,Watching from Bahrain Po
4 weeks ago,Nore ***********,"Watching from alkhobar saudi Arabia
, good evening po sa inyong lahat dyan, god bless"
4 weeks ago,Picha ***********,Hello watching from dubai
4 weeks ago,Dlynn ***********,"Elow PO, MAGANDANG GABI"
4 weeks ago,Ro ***********,Watching from singapore
4 weeks ago,Lyn ***********,Watching from Bahrain mga sir and mam
4 weeks ago,Maritess ***********,watching from Dubai..God bless Po s inyo lahat.
4 weeks ago,Analyn ***********,Watching From Riyadh
4 weeks ago,Norilyn ***********,Watching from Bahrain
4 weeks ago,Marilou ***********,Good evening p sir
4 weeks ago,Riza ***********,Maam Sir sana matolongan po ako wala aksyon agency may sakit ako
4 weeks ago,Ofw ***********,Good afternoon too all watching from riyadh saudi
4 weeks ago,UmmieFhiyyah ***********,Hi po sir Watching from jeddah s
4 weeks ago,Mary ***********,Good evening po from riyadh po maam sir ask ko lng po bakit po wala ako sa listahan ng active owwa sa abra ..kailangan po kasi ng family ko ung calamity assistance dahil sa lindol
4 weeks ago,Lhynn ***********,Watching from Doha Qatar
4 weeks ago,Jick ***********,Next year graduating na po anak ko DHL sa owwa scholarship program Malaki Po Ang tulong
4 weeks ago,Grace ***********,Watching from Al kharj riyadh
4 weeks ago,Della ***********,Watching from Hong Kong
4 weeks ago,Aisha ***********,Transfer employer po sir how to member po
4 weeks ago,Frank ***********,Sir yong dole akap. Ko. aprove na 1year na ang nkalipas hanggang ngayon wala pa akng natanggap seabase po ako thank you po
4 weeks ago,Debilyn ***********,Watching from Oman
4 weeks ago,Ryan ***********,helloo po good evening
4 weeks ago,Maritess ***********,Watching from saudi po sir
4 weeks ago,Mary ***********,Watching from riyadh
4 weeks ago,Marevic ***********,"Hi sir arnel, paano po ba mka avail ng scholarship salamat po"
4 weeks ago,Amy ***********,Sir hello po sana m2lungan nyo ako uuwi at mkasakay ng eroplano jsi sa Dec na po ang xpire ng passport ko at oct po ang uwi ko at sana m2lungan nyo ako mkakuha ng murang ticket ko po
4 weeks ago,Dian ***********,Hello po watching from saude Arabia
4 weeks ago,Noel ***********,Hon. Arnel Ignacio Sana po ma bigyan nyo nang paNsin ang aming problema unpaid salary n benefits po. Since 2019 until now ala pang action maraming salamat po in advance.
4 weeks ago,Carlito ***********,Mam sir dito po region 1 po pasno po sa mga napaawi ng 2021 at nangyari pa ay gyira sa sa punanggalingan namin nag fllel ako nga pangbabohayan piro hangan ngayon po wala naman pong domarating
4 weeks ago,Steph ***********,Watching from riyadh
4 weeks ago,MarzLêcïrămskîę ***********,"Watching from jeddah po,,,"
4 weeks ago,Nnahtur ***********,Watching from riyadh
4 weeks ago,Jocelyn ***********,Watching from bahrain
4 weeks ago,Jick ***********,Watching here from Hongkong
4 weeks ago,Linie ***********,Good morning poh
4 weeks ago,Keboy ***********,Watching from Perth Australia good Job po and more power to you Mr arnell Ignacio God bless po
4 weeks ago,Lolit ***********,"Sir totoo po bang 3k lng ang makukuha s WAP ng OWWA.SIR,PAMASAHE LNG AT PANG ASIKASO S MGA REQUARMENT KULANG P..."
4 weeks ago,Irish ***********,Bahay namin sa cebu nasira ng bagyong odette wala man lang natanggap galing owwa
4 weeks ago,Aida ***********,Watching from hongkong
4 weeks ago,Bing ***********,Watching from dubai
4 weeks ago,GM ***********,Bakit hanggang ngyon Wala pa ayuda nmin dto sa Macau yong nsbigyan tapos kmi Wala pa nakapag submit nman kmi Ng form at mga requirements..
4 weeks ago,Honey ***********,Watching from UAE...
4 weeks ago,Beb's ***********,Good Evening po Mam/Sir
4 weeks ago,Shiela ***********,Sir magtatanong lang po sana.. matgal po mgabroad Ang tatay q. Ngstop xa 2013. 69yrs old po xa nung mamatay last July 20. My financial assistance pa po ba na mkukuha. Salamat po
4 weeks ago,Ali ***********,Hello sir pa check owwa membership k Kong active owwa membership k nag bayad noon January 19 2022 salamat po sir.
4 weeks ago,Jhona ***********,Watching from oman
4 weeks ago,Nhors ***********,Watching from riyadh
4 weeks ago,Libra ***********,Watching from riyadh
4 weeks ago,Cindy ***********,"asking lang po mga sirs.,kami bang nagpositive sa covid at naquarantine.may makukuha ba kaming assistance galing sa owwa?ofw po frm hk..thank you po n God bless"
4 weeks ago,Jocelyn ***********,Hello po.good evening
4 weeks ago,Jamze ***********,shout out from Romania…
4 weeks ago,Maranan ***********,watching from dubai
4 weeks ago,Dann ***********,Good evening po Sir Arnel at sa lahat God bless po
4 weeks ago,Arlene ***********,Paano po magavail noong DOLE financial assistance ng Owwa true online sir/maam
4 weeks ago,Angelic ***********,Watching from Hongkong
4 weeks ago,Jocelyn ***********,Good morning everyone
4 weeks ago,Ranlei ***********,maam sir itatanong ko lng po if ever po na yong ofw ay mag for good na sa pinas may makukuha po ba kaming financial assiatance bilang panimula.. salamat po
4 weeks ago,Nora ***********,Watching frm kuwait God bles you po
4 weeks ago,Gil ***********,Pa tulong nman po. Kung pano ko makukuha 7nh huling sahud ko at overtime pati ung binifits ko. 10 yrs po ako sa kanila. 1 yr na po ako dto sa pinas. 0995 147 9019.
4 weeks ago,Gracia ***********,Mary Grace Malano Bugante
4 weeks ago,Jhanna ***********,Gud evening po.
4 weeks ago,Marichelle ***********,Hi po ano po requirements pag apply ng livelihood at pano po malalaman naging active po kami as member sa OWWA po almost 10 months na po ako dito sa pinas po.thank you po
4 weeks ago,Jazjazanoch ***********,Watching from Bahrain
4 weeks ago,Nyleda ***********,Watching from hongkong po
4 weeks ago,Melan ***********,"sir ako po dating seaman offshore sa cnooc ako nagtratrabaho supply vessel ako sa oilfield china,pero mula nagpandemic dina ako nakabalik bumaba ako dec 5,balik ko sana april kaso lock down na"
4 weeks ago,Julie ***********,Hello manga Sir
4 weeks ago,Mhai ***********,"paano po pla sir kong uuwi kmi sa pinas tapos ayaw na sana namin bumalik nang abroad,,,,wala po ba kming makukuha,,para mka pag umpisa nalang po sana sa pinas,,"
4 weeks ago,Keniña ***********,watching in hongkong
4 weeks ago,Beah ***********,Sir paanu pp ung mag first year college ako d nmn mka avail sa schollar.sana ma pansin tung comint ko po.salamat po.
4 weeks ago,Jhing ***********,Distress ofw sa Riyadh na may kidney failure at dialysis patient na hiling at agarang pgppauwi
4 weeks ago,Mendoza ***********,Watching from taiwan sir
4 weeks ago,Gleen ***********,Hi mga sir at maam watching from Riyadh...
4 weeks ago,Merly ***********,Hello po
4 weeks ago,Mareylou ***********,Watching from Riyadh
4 weeks ago,Fatima ***********,Watching from kuwait
4 weeks ago,Saguira ***********,Hellow po. Waching from RIYADH KSA.
4 weeks ago,Mercy ***********,"Salamat sir sa sagot po about sa scholarship pra sa mga anak nmin, God bless po"
4 weeks ago,Dela ***********,Watching from UAE abudabi sir
4 weeks ago,Alda ***********,Hello po paano po ba mag apply scholarship .kc po pabalik balik po ung anak ko sa office ng owwa sa aming lugar lagi po sarado.
4 weeks ago,Retchell ***********,Hi good evening ilang days po ba ang process ng assistance ka uwi ko lang galing UAE.
4 weeks ago,Dina ***********,Hello sir have a good day to all.. I'm watching you from jeddah
4 weeks ago,Mahal ***********,Hlo po gudevz watching from kuwait
4 weeks ago,Bayani ***********,Magandang gabi ho paano ba ho kung retired ofw may makukuha ba ho sa owwa na financial assistant
4 weeks ago,Patz ***********,"HELLO PO GOOD DAY , WATCHING FROM LIBYA PO"
4 weeks ago,Esperanza ***********,Sir un akap dole assistance sna mbigyan kmi
4 weeks ago,Charnida ***********,"How about po kaya yong mag pa final exit 60 years old for gealth reason unfinished contract san po pwedeng lumapit,Thank you po"
4 weeks ago,Daisy ***********,Good evening Philippines watching from Kuwait
4 weeks ago,Nethmin ***********,Watching from qatar
4 weeks ago,Kylierose ***********,Good evening po whatching from jeddah Ksa
4 weeks ago,Rina ***********,"Sir Arnel ask po kmi at hingi ng tulong kc po madami pa po nkakakuha ng ayuda galing polo owwa ng Macau,,na madami umaasa po din mga kakabyan ntin mga NPL."
4 weeks ago,Aubreycheryl ***********,Watching from ABRA
4 weeks ago,Jhanna ***********,Watching po from jeddah.
4 weeks ago,Quiambao ***********,Hi po may age limit po b s scholar
4 weeks ago,Clyde ***********,Watching from jeddah Saudi Arabia
4 weeks ago,Marife ***********,Hello Watching from qassim Riyadh
4 weeks ago,Sapphire ***********,Watching from qatar
4 weeks ago,Beth ***********,Sana nga meron po yong owwa akap naman tagal na namin nag aply hanggang ngayon wala mas nauna pang nabigyan yong nahuli nakakawala na ng gana
4 weeks ago,Occena ***********,Please list of scholars Region XI
4 weeks ago,Ikha ***********,Marami pong salamat owwa nakarating na po aq sa pamilya ko sa owwa naia po kanina sir maraming salamat sarah funtanar from kuwait to angeles city
4 weeks ago,Cecil ***********,Watching from dubai
4 weeks ago,龙厄 ***********,Watching from hongkong
4 weeks ago,Gleen ***********,Godbless you sir...
4 weeks ago,Ivy ***********,Watching from kuwait
4 weeks ago,Kharen ***********,Watching from Riyadh
4 weeks ago,Sheng ***********,Watching from doha qatar
4 weeks ago,Minda ***********,"Sir/Ma'am,, pwede na bng ipasok ng skolarship ung dalawa kng anak gr 10 & gr 12,,widow po ako watching fr hongkong,, thanks"
4 weeks ago,Teresita ***********,"bkit po ung dapat na ibigay sa amin wala kaming natanggap, galing po ako ng macau"
4 weeks ago,Zia ***********,gud evening po sa inyong lahat.ask lng po kng need po ba talaga sa airport nang insurance
4 weeks ago,Josefina ***********,Watching from jaysan saudi arabia
4 weeks ago,Katche ***********,Watching from Malaysia
4 weeks ago,Lah-o ***********,Watching from HolyLand
4 weeks ago,Madileen ***********,"Gud day sir, watching from Bahrain"
4 weeks ago,Asher ***********,Good evening po sir lahat po ba ng municipal my office ng owwa
4 weeks ago,Amira ***********,Ask lang po how to apply for scholarship for my son... From region NCR
4 weeks ago,Chubbybutcute ***********,watching from bahrain
4 weeks ago,Jovz ***********,******* sir good evening watching from hongkong Sana ma avail namin ang schoolarship Para sa anak namin.
4 weeks ago,Anabel ***********,"sir, required po ba na mag bayad nang membership nang owwa...bago umuwo nang pinas? uwi po kasi ako nang this coming dec."
4 weeks ago,Noemie ***********,"Hello po,ask q lng po qng my benefit po bang makukuha ung isang tulad kna na nag positive sa covid ngaun?"
4 weeks ago,Jhing-jhing ***********,Sir ask lang po pwd po ba ak magloan dto ak sa Egypt
4 weeks ago,Bheth ***********,Watching KSA Godbless po
4 weeks ago,Cabangahan ***********,Hello po sainyo sir
4 weeks ago,Helca ***********,Watching live here in Qatar
4 weeks ago,Jea ***********,Watching here in Romania
4 weeks ago,Peng ***********,Sir arnel paki action po ung rebate namin na pinangko nyo.till now wala pa po ako nakukuha 3 years napo akong naghihintay..salamat po sana ma actionan nyo to..
4 weeks ago,Jorgè ***********,Please advise email address as to request for change of work location…
4 weeks ago,Geniel ***********,Good day po magttanong lang po .ang aking pong ina ay kasalukuyang nag uundergo ng chemotherapy sa dubai mayroon po bang programa ang owwa para po mkahingi ng financial assistance.
4 weeks ago,Rosario ***********,"Hello po sir good pm po, pauwi po ako nxt week ask kupo kung ano po update s one health pass po, tinanggal npo b sir? Watching from uae po"
4 weeks ago,Mer ***********,good evening sir... magtatanong lng po.
4 weeks ago,Gloria ***********,Watching from jeddah ksa
4 weeks ago,Glorybell ***********,Hello good evening everyone
4 weeks ago,Amy ***********,Hello po sir hihingi po ako 2long dahil uuwi po ako wla pa po akong medical at vaccine at sa oct po ako uuwi kya lng Dec po xpire na passport pwede nyo po ba akong m2lungan
4 weeks ago,Siejo ***********,Watching from Hong kong
4 weeks ago,Tolentino ***********,Watching from Saudi
4 weeks ago,Bernadeth ***********,helo po good evening sir panu malaman kong membership ka sa owwa
4 weeks ago,Estelle ***********,Hello Po good evening watching here in Taipei Taiwan
4 weeks ago,Ailed ***********,Watching from Singapore
4 weeks ago,GM ***********,Good eve sir/madam. Ask ko lang po kung pwede pakahingi ng financial assistance para Po sa aking placement fee papuntang Singapore. Baka pwede Po ako makakiha ng tulong. Salamat po
4 weeks ago,Kenneth ***********,Hello po. Dapat po ung mga nag aapply abroad wla ng expirience required po. Kse po minsan sa pinas mahirap din po mag apply at ung iba walang mga benepisyo po. Salamat
4 weeks ago,Carigay ***********,Watching from Oman Muscat sir Arnel Ignacio
4 weeks ago,Asle ***********,"Pag 20 years active owwa member po,ano pong mga benefits ang pwedeng makuha pag ng foor good n po,,ofw hk,god bless"
4 weeks ago,Pamela ***********,Watching from kingdom Saudi Arabia
4 weeks ago,Ella ***********,Watching from Hongkong
4 weeks ago,Mho ***********,Watching from abudhabi
4 weeks ago,Jenelyn ***********,Hello po ser gandang hapon po watching from kuwait po
4 weeks ago,Belleza ***********,Evening po watching here in UK
4 weeks ago,Brod ***********,Kalma na kalma lang talaga ang taga OWWA lamig na lamig po kayu
4 weeks ago,Jenard ***********,Good evening po
4 weeks ago,Berna ***********,"Watching from Qatar
...."
4 weeks ago,Rose ***********,Watching from hong kong
4 weeks ago,Ledalyn ***********,Good evening po sir Ariel. Ignacio.. Watching from Paco manila
4 weeks ago,Beah ***********,Leah Morales
4 weeks ago,Yolly ***********,Hello po mga sir madam watching po from cyptus
4 weeks ago,Marlyn ***********,Watching from kuwait
4 weeks ago,Constancia ***********,"Hello p0 ,,,sir arnel ignacio"
4 weeks ago,Ghie ***********,Paano po makakuha ng scholar sir para sa anak ko nasa pinas dito po ako sa Dubai
4 weeks ago,Bhel ***********,Watching from qatar
4 weeks ago,Luz ***********,Watching from Jeddah
4 weeks ago,조앤웅갑 ***********,Watching from qatar
4 weeks ago,Jinky ***********,Watching fr Dubai
4 weeks ago,Estelle ***********,Ako din Po puede Po bang paki check din Ang status Ng membership ko
4 weeks ago,Jer'chez ***********,Sir Arnel Ignacio
4 weeks ago,Jick ***********,Yes I'm proud ....
4 weeks ago,Marecil ***********,hello po sir arnel.watching here in abudhabi
4 weeks ago,Victoria ***********,How to avail loan sa Owwa
4 weeks ago,Charnida ***********,Good evening watching from Riyadh soon to exit
4 weeks ago,Fontanilla ***********,Bakit po pinipili nyo ang binibigyan NG ayuda kami dito sa bahay walang ayuda
4 weeks ago,BriOnes ***********,Hello poh watching from Dubai
4 weeks ago,Silda ***********,Good evening po sa inyong lahat mga sir and maam
4 weeks ago,Ellen ***********,Sir ano n po balita s region 4a dole akap .ano p po pd aplayan Ng mga ofw n gusto n mag for good 8 years ofw s Saudi/ Dubai.
4 weeks ago,Estelle ***********,Sir Please paki check din Po SA akin Ang Ang membership status ko sa OWWA Estelita Baclig Ausmolo Po name ko Thank you
4 weeks ago,Opiniano ***********,Good evening po pwde p po ba ako maka pag loan ng balik pinas hanap buhay naka omowe po ako nong december 31 ..
4 weeks ago,Corpuz ***********,Sir pwede po pacheck po member ko my ann Dorongon corpuz po from saudi salamat po sir madam
4 weeks ago,جوانا ***********,Watching from kuwait
4 weeks ago,Myra ***********,WALA PING NK AVAIL N ANAKO SA OWWS PWEDE PO B ANG KAPELLIDO KONG PAMANGKIN N MAHIHIRAP SA BUHAY PLEASE PO
4 weeks ago,Eugene ***********,Sana po masundo na po cia..nsa AL.JUBAIL PO daw cia ngayon sir..wala pa po cia kain at pahinga ngayon...mag chat po cia sakin patago lang po.
4 weeks ago,Ny ***********,Ako po sir...Analyn Balderama Padre
4 weeks ago,Redzielyn ***********,"Sir,maam ask ko po sana kung pano makita kung active po sa OWWA membership,regina tambo,po"
4 weeks ago,Zai ***********,Sana po merong office ng Phil health at pagibig dito sa macau china po kasi nahihirapan po yung iba sa online update.
4 weeks ago,Balasta ***********,Watching in rizal
4 weeks ago,Alma ***********,Good morning mga sir watching from KSA
4 weeks ago,Alexa ***********,Sir meron akong kasama dito na iba Ang employer nya. Ang masaklap po sir ay Hindi kami magkasundo Sana matulongan nyo po ako mahirapan po Ako na meron kasama na masyadong ma pride .sa riyadh po.
4 weeks ago,Labastilla ***********,Taming lng po kng may swab may booster n po ako flight augost 24 from qatar po
4 weeks ago,Antonio ***********,Paano po mg loan s owwa anong po requirements for good n po from Laguna
4 weeks ago,Lea ***********,Sir paano po mag apply Ng owwa scholarship program. Slamat po
4 weeks ago,Nhor ***********,SHOUT Out Po From Dammam Din Since 2014 po ako dito sa dammam
4 weeks ago,Laredo ***********,Watching Doha Qatar
4 weeks ago,Glydine ***********,Gladys bakidan po sir from kalinga province sa cordillera dito ako sa Bahrain ngayon.. magpatulong po sana ako dahil sobrang depression ko n po akala ko homesick ko lng pero depressed n po tlaga ako
4 weeks ago,Gracia ***********,Kasama poh ako sa umuwi noong august 2 dito sa pinas maraming salamat poh
4 weeks ago,Mary ***********,Sir pa help nman po
4 weeks ago,Letty ***********,Gud pm .watching from dubai
4 weeks ago,Mary ***********,Pa help po kasi kailangan po ng family ko ung calamity assistance ehh wala nman po akong pangalan sa listahan na nilabas ng owwa abra
4 weeks ago,Marjolita ***********,Watching from Qatar
4 weeks ago,Farida ***********,watching here in qatar ang akap -owwa kailangan bkit wla pa nka blik nlng ako dito successful man yong application ko
4 weeks ago,Jamila ***********,Sir gd pm po ask lng po aq about indemnity po
4 weeks ago,Ruthy ***********,Watching Po from makati
4 weeks ago,Andrea ***********,Watching here in riyadh
4 weeks ago,Fely ***********,"God richly bless saating lahat po especially sainyung lahat na Great Hero's SA OWWA po,"
4 weeks ago,Dars ***********,watching from buraidah alqaseeem
4 weeks ago,Amor ***********,"2yrs n po nakauwi,,distress ofw from kuwait,,pwede p po b apply s DOLE AKAP"
4 weeks ago,Normina ***********,Hello po sir from ksA po
4 weeks ago,Dhel ***********,How to avail sir
4 weeks ago,Lhuna ***********,"Good evening sir,paano po mag apply ng owwa assistance.ung ofw pangkabuhayan?wala naman dw dito sa province namin wala dw program na ganon ang owwa.taga negross occidental po ako"
4 weeks ago,Emily ***********,"Hello po s lahat , yes sna nd na mahirapan kumuha ng OEC minsan wlng slots"
4 weeks ago,Juna ***********,Juna SAMPAYAN ******* humihingi Nan tulong. Dto Ako uae. Sir .sa employer namin sir. Maskit na kc un paa sir ndi ko na kaya kc un alaga ko nanakit
4 weeks ago,Jingjing ***********,"Hi po sa ennyong lahat po,God bless po sa ennyo jeddah po ako ngayon"
4 weeks ago,Vicente ***********,Watching from Bahrain po sir mga idol
4 weeks ago,Monic ***********,Watching from Singapore shout out bayan kung pilipinas
4 weeks ago,Lie ***********,I watching from Bahrain
4 weeks ago,Ummih ***********,How to aplay Natio al ID ogw from ko gdom of Bahrain po
4 weeks ago,June ***********,Nasabi po dati pag naka 10yrs kang actve sa owwa. May makukuha daw o lumpsum.
