date_raw,sender_name,text
7 weeks ago,Joann ***********,gandang umag sir arne at staffs..... thank u for the support s OFW wala po aq ask n help just say thank u lng po watching u from DUBAI UAE
7 weeks ago,Grecia ***********,"Hello good afternoon Pinas,I'm watching here KSA RIYADH,my first time ko dito, and first time ko sa panuod sa live nyo.. God bless us all.."
7 weeks ago,Lowela ***********,hello po sir arnel how to apply po for scholarship my husband is active owwa member my son is college this school year.thank u po and God bless to all..
7 weeks ago,Thess ***********,Sir Anel good afternoon po lock down po ang Macau ngaun no work no pay baka naman may ayuda kmi d2.thank u po sa response nyo.
7 weeks ago,Lhyn ***********,God Bless you all...watching from UAE
7 weeks ago,Rebecca ***********,Hi po sir Arnel 2years na po me tambay dto pilipinas may makukuha po ba for good para bussiness po sana kunting tulong po
7 weeks ago,Vands ***********,"Gudnpm sir arnel, ako poy 1 ofw n ndi n nkabalik ng saudi arabia s kdahilanan s pandemic, maari po b akong mkahingi ng konting tulong pra mkpg umpisa ng khit n maliit n pngkabuhayan sir..."
7 weeks ago,Starlina ***********,Gud pm po ...... watching from Riyadh God bless
7 weeks ago,Lovely ***********,Hello sir I'm watching from Saudi Qassim god bless you poh
7 weeks ago,Maing ***********,"Hello Sir, ask lang ako help sa pamangkin ko nasa hospital sya ngayon dahil sa acute lymphoblastic leukemia, taga Davao po kami Sir, sana po matulungan nyo kami. God bless!!"
7 weeks ago,Orellabac ***********,Watching from Riyadh Saudi Arabia...have a blessed day po sa Inyo lahat ma'am's & sir's
7 weeks ago,Tonethzie ***********,God bless sa inyo snay hwag kau mag sawa tumulong sa mga ofw..
7 weeks ago,Saĺly ***********,Hello po wacthing from lebanon
7 weeks ago,Dime ***********,Sir arnel madagdagan po sana ang slot for scholarship for owwa members dependent po.thank you and Godbless po...from israel po
7 weeks ago,Marivic ***********,sir arnel.. fallow up nmn po ung aply ko s owwa may pa po a nag aply till now wala p result.. marivic malonzo po
7 weeks ago,Dizzy ***********,Hello po pa shout po hehe watching from riyadh hello po sir arnel..
7 weeks ago,Helen ***********,Hi sir watching from uae god bless you all
7 weeks ago,Apple ***********,"Sir Arnel scholarship for owwa dependents po, hopefully madagdagan po ung slots kase po limited lang,"
7 weeks ago,Orj ***********,Are there any educational or training benefits for currently deployed OFWs? or just for our dependents? OFW from Japan here.
7 weeks ago,Sheenalyn ***********,Sir ask ko lang still possible prin po ba mkaapply sa ofw business loan kht hndi pa uuwi pinas for good?
7 weeks ago,Orj ***********,Good afternoon! Does OWWA provide any online consultation support especially for stress management and mental health of distressed OFWs?
7 weeks ago,Lhen ***********,GOD bless you all sir and ma'am
7 weeks ago,Bongcawil ***********,Paano po pag d kmi binigyan ng amo may makukuha po b kmi s owwa kasi katulad po ako almost 10years s amo next gusto ko n po mag for good ask lng po salamat
7 weeks ago,Marites ***********,"Good job
God bless"
7 weeks ago,Nathaniel ***********,Hi gd afternoon sir arnel anu b dpt gwin qng hindi nasu2nod un contrata over work po maxado at galit p un matanda pg nkita k nya n dpa tpoz gwain po s qatar po aq.
7 weeks ago,Assiren ***********,Sir Arnel bkit po sbi ng owwa sa anak ko first comes per serve po ang scholarship tpos 13 person lng per region..di po ba automatically yun pg active owwa ang parents..15yrs po ako active..
7 weeks ago,Balskie ***********,Good morning po sir
7 weeks ago,Annabelle ***********,"Ask lng po sir and mam, ofw po aq, for almost 17 yrs is an amo lng ask lng po ukol sa scholarship kng pede sa apo nlng mapag aral man lng"
7 weeks ago,Ma ***********,May i ask po Sir Arnel Ignacio wat happened to those AKAP applications submitted last Jun 2020. we followed up for how many times pero wla naman response.
7 weeks ago,Jr ***********,you're doing a great job
7 weeks ago,Emelyn ***********,"Hello po umuwi po ako galing HongKong last Nov 6,2020 pano po mag avaiil ng DOLE AKAP d pa rin ako nakakatanggap ng tulong fron Owwa"
7 weeks ago,Myrna ***********,"Good afternoon po sir Arnold ignacio, watching po from kuwait"
7 weeks ago,Annabelle ***********,"God bless you po nawa matulungan po kmi, maraming salamat at patuloy po kayo pagpalain ni Lord"
7 weeks ago,Etacham ***********,"Hi po gud day po ! Sana mabigyan nman kmi ng action sa mga ofw lending company na mapang abuso sa singil, lalo na sa tubo .di porket na late ng payment .papatawan po kmi ng malaki penalty"
7 weeks ago,Alona ***********,Hello sir Arnel Ignacio. God bless to all
7 weeks ago,Tres ***********,Good afternoon po everyone sir Arnel
7 weeks ago,Len ***********,"watching hongkong, Godbless you all po."
7 weeks ago,Jennie ***********,Sir s December pwede p poba mg apply schoolar Po ofw from malaysia
7 weeks ago,Romeo ***********,God bless po s inyo lahat
7 weeks ago,Marjorie ***********,Good day po from Qatar
7 weeks ago,Ki ***********,"Sir arnel sana pwede pa kmi mg avail ng scholarship pra sa anakkong mgcocollege,sa region po kc nmin region1 e prang palakasan dw laging wala nang slot.dh po ako from Hongkong."
7 weeks ago,Rona ***********,Good morning po
7 weeks ago,Lolit ***********,"Hi,God bless us always!"
7 weeks ago,Josefina ***********,Good afternoon po Mga Maam and sir watching from singapore
7 weeks ago,Monge ***********,Hi po watching from Oman
7 weeks ago,Evelyn ***********,Sana sir matulongan m kami sir n makuha ung dati nmin sahod s dati nmin company slmat po d2 po kami s Wesam beauty salon cel. S rigtadh po kami cel +966 *******
7 weeks ago,Rosaleo ***********,Sir puedi po bang mag punta dyan sa tanggapan nyo dating ofw po ako last October 23 2019 all nka uwi senior na po walA pa ako nkuhang binipisyo sa owwa.
7 weeks ago,Jubz ***********,Watching po from doha qatar
7 weeks ago,Rodilyn ***********,Hello po sir wtching from Saudi arabia
7 weeks ago,Azil ***********,Gud Evening po s inyong lhat watching fr KSA Dammam be safe and God bless
7 weeks ago,Fpaz ***********,Good afternoon po watching from kuwait po
7 weeks ago,Imelda ***********,Shout out po watching from Saudi Arabia
7 weeks ago,Kyle ***********,keep up d good work ma’am/sir’s..
7 weeks ago,Eleanor ***********,Hello po mga ma'am/ & Sir Arnel salamat po may nag Pm na po sakin from OWWA sana po makauwi na din po aq ASAP
7 weeks ago,Jeanie ***********,good afternoon po....watching from hongkong
7 weeks ago,Elz ***********,"Good afternoon to all of you especially Sir Arnel, watching from
Macau"
7 weeks ago,Neneth ***********,Hello po waching from doha Qatar
7 weeks ago,Connie ***********,Good afternn po
7 weeks ago,A ***********,Good morning sir watching from uae
7 weeks ago,Myra ***********,Watching from Riyadh po
7 weeks ago,Analyn ***********,Watching from rak uae god bless po sa inyo
7 weeks ago,Heart ***********,Good afternoon sir ma'am hello po
7 weeks ago,Dhen ***********,Pinaansin po namin sana po may karagsagan po ang pangkabuhayan na natanggap namin para mas lalo po lumago ang aming nasimulan maliit na negoayo god bless you all
7 weeks ago,Eleni ***********,thank you so much. Godbless po
7 weeks ago,Eden ***********,Good morning KSA at Good afternoon pinas.. Watching Saudi riyadh
7 weeks ago,Roslyn ***********,Good afternoon po mga sir and mam watching from Riyadh KSA
7 weeks ago,Lorna ***********,Watching from Tabuk God bless po
7 weeks ago,Weng ***********,"Hi sir DA Arnell Ign.. watching from London..
God bless"
7 weeks ago,Myrna ***********,Sir yung DOLE akap.po nmin hanggang ngayon wala parin po last July 27.2021 pa po ako nag apply thanks po
7 weeks ago,Donna ***********,Good afternoon po watching from kuwait po
7 weeks ago,Magandang ***********,Hello po watching from oman
7 weeks ago,Rinaflor ***********,Hello mam and sir
7 weeks ago,Anne ***********,Good morning to all
7 weeks ago,Alfonso ***********,Hi sir Arnel...goodhealth and always keep safe to you and your staff...watching from doha qatar
7 weeks ago,Gina ***********,"Hello po sir, I'm watching here in Kuwait fahad al Ahmad"
7 weeks ago,Nnaeinuj ***********,Ang akin lang Po sir bakit ganun nag pa release lang Ang kasama ko pero pinahuli sya sa mga pulis dahil pulis Ang Asawa Ng amo namin babae kawawa Naman Po may mga pamilya din Po sya na nag aalala
7 weeks ago,Nnaeinuj ***********,Sir Ang kasama ko nag hingi lang sya Ng release KC d na Namin kinakaya trabaho sa home service salon pinakulong Po sya Ng amo namin KC nag pa release sya
7 weeks ago,Sherwin ***********,SIR MAY MAKUKUHA PO BANG AYUDA KUNG WALA NA PONG WORKING PERMIT PRO AND2 PA DIN PO SA MACAU
7 weeks ago,Josefina ***********,Watching from jaysan city saudi arabia.god bless u all po
7 weeks ago,Alona ***********,Good pm sa lhat po watching sharjah uae
7 weeks ago,Nnaeinuj ***********,Pay attention Po sir sana ma pansin nyo mga nasa deportation Ng kuwait
7 weeks ago,Rona ***********,hello po wtching from hongkong
7 weeks ago,Sheb ***********,"Hello po sir, watching from Dammam Saudi,"
7 weeks ago,Bethel ***********,Watching from muscat oman sir.
7 weeks ago,Analyn ***********,"Watching from Kuwait
good afternoon everyone"
7 weeks ago,Marie ***********,Good evening sir arnel
7 weeks ago,Janice ***********,Backread po salamat po
7 weeks ago,John ***********,I love u all
7 weeks ago,Elvy ***********,"Nakapag bigay na po ng requirements august 17 pa 2021 sa financial care, sa oman po paki bigay action salamat po."
7 weeks ago,Anna ***********,"Sir. DA arnel ignacio, kelan po Tau mag meet at gusto k po kau maka trabaho trabaho at maka tulong SA mga ofw"
7 weeks ago,Lelia ***********,"Sir dba pa May dolle akap patulong naman po kc Kakauwi kulang po nong May 21,2022 Pero WAla po talaga akong matanggap na tulong mula sa awwa sir, ito po number ko *******"
7 weeks ago,Poblete ***********,Watching from Lebanon
7 weeks ago,Rebecca ***********,Salamat po mga ma'am at mga sir God bless you
7 weeks ago,Norkizah ***********,Sir dati po akong OFW may makukuha po bang ayuda tulad kong dating OFW mahigit po limang taon ako nag work sa saudie sana may makuhang tulang kht kunti lang po sana
7 weeks ago,Vilma ***********,Good afternoon sa inyong lahat. watching from Singapore
7 weeks ago,Badboss ***********,Good day po’ ma’am sir
7 weeks ago,J'Beth ***********,Watching from riyadh
7 weeks ago,Nj ***********,"Good evening po Sir,Ma'am Watching from Kuwait"
7 weeks ago,Paz ***********,"Sir good noon Po in active Ako sa owwa Kasi 3 1/2 Ako sa Riyadh, pwede Po ba mag ask ng assistance may sakit Po ko umuwi Ako last April 10,2022"
7 weeks ago,Nel ***********,Watching from Saudi po
7 weeks ago,Sheila ***********,"Watching from Macau,"
7 weeks ago,Josephine ***********,Watching from Lebanon
7 weeks ago,Mhetz ***********,"Good day, watching from Saudi Arabia."
7 weeks ago,Zevia ***********,Hello po watching po from Kuwait
7 weeks ago,Melany ***********,hi po sa inyo gobless po maraming salamat sa walang sawang pagtulong sa mga kababayanan
7 weeks ago,Carmie ***********,watching from riyadh po
7 weeks ago,CrisTheo ***********,Hello watching from hk ! Bless you all
7 weeks ago,Yhanna ***********,Currently in riyadh po
7 weeks ago,Chubbybutcute ***********,hello po watching from bahrain
7 weeks ago,Emma ***********,"Hello po sainyo lahat sir,madam OWWA.watching from hongkong."
7 weeks ago,Marilou ***********,Good afternoon sir
7 weeks ago,Ruthlyn ***********,Hello po watching from UAE
7 weeks ago,Lyn ***********,Heloo po sir p help nm po dto s Dubai ang hirap mkkuha ng appointment sana wala n yn pra krakauwe n kami
7 weeks ago,May ***********,Sir good afternoon whatching from hongkong
7 weeks ago,Jhah ***********,watching from hongkong po
7 weeks ago,Marife ***********,Watching from muscat oman..Ofw
7 weeks ago,Faustino ***********,I’m watching from Lebanon
7 weeks ago,Rose ***********,Hello po sir may hatid program pa po para sa mga uuwi ofw Rose from.HK po
7 weeks ago,Madel ***********,Sir wala pa dn po ung owwa akap till now hingi po ako tulong for good na po ako sir para lng sana sa maliit na negusyo po.galing po ako malaysia thank u po
7 weeks ago,Neneth ***********,Ask lang po kong paano po maka avail ng scholarship po sa anak ng collage po from Doha Qatar po thank you po and God Bless you all
7 weeks ago,Darling ***********,Watching from Cyprus
7 weeks ago,Maria ***********,"sir, morning sa lahat tanong lng gusto ng umowi may pwd ba mag loan sa owwa para pang negosyo kahit maliit lng"
7 weeks ago,Imelda ***********,"Sir arnel magandamg araw po! Matagal na po ako ngpa tulong ma gusto umuwi,isang buwan na wla pa rin, sana mapansin mo, may sakit po ako dito sa luanda angola"
7 weeks ago,Gequillo ***********,Gandang hapon po Sir.. ma 2year na akong dito sa pinas mulang ng umuwi ako galing malaysia wala po akung natangap mula sa DOLE AKAP pa help naman Sir ito yong # ku *******
7 weeks ago,Glynn ***********,Goord morning po
7 weeks ago,伊登 ***********,hi sir Arnel and to all staffs
7 weeks ago,Ruth ***********,Good afternoon po watching from Kuwait
7 weeks ago,Analyn ***********,Watching from Dubai
7 weeks ago,Felove ***********,Mabuhay po kayo thank u so much po malaking tulong po samin tong ginagawa nyong live. Mabuhay po and more power
7 weeks ago,Roda ***********,Watching from quatar sir
7 weeks ago,Romeo ***********,Paalam po work mode ingat po lagi god bless salamat po Jeddah ksa
7 weeks ago,Marilyn ***********,Watching from hongkong
7 weeks ago,Roland ***********,hello sir pano pala kumuha ng ofw membership ID sa isan seaman na pasampa palang.gamitin sana ng mga anak q sa sholarship program nyo salamat po.
7 weeks ago,Jimmy ***********,Hi guys god bless sa iniong lahat pashot out lng po from riyadh
7 weeks ago,Lyn ***********,Sir cash nlng skin sir pra mg start nko s business kc may bahay n aq
7 weeks ago,Maricel ***********,"Sir Arnel,bakit 1 of the requirements ng owwa scholar eh dost passer."
7 weeks ago,Derly ***********,Good am sir watching from saudi
7 weeks ago,Habibi ***********,Gd afternoon sir watching from hongkong
7 weeks ago,Priscila ***********,"Good after po Sir/Maam,sana po maka sama Yong aking anak sa scholarship program she is graduate at grade 12 sana po papansin nyo ang akong mensahe salamat po ng marami"
7 weeks ago,Wilfred ***********,God bless all
7 weeks ago,Shallyn ***********,Good afternoon watching
7 weeks ago,Andales ***********,Watching from KUALA LUMPUR MALAYSIA
7 weeks ago,Myra ***********,Hello poh sa inyong lhat sir arnel... Watching from ksa. God bless poh
7 weeks ago,Cremillathea ***********,Good afternoon po!! Watching from jubail KSA
7 weeks ago,Conie ***********,Watching po here in macau
7 weeks ago,Allyn ***********,Watching from hongkong
7 weeks ago,Floramie ***********,"Maraming slmat poh sa inyong Full service pra sa amin
to God be the Glory"
7 weeks ago,Sji ***********,Watching from Malaysia
7 weeks ago,Divie ***********,Watching from Kuwait sir madam
7 weeks ago,Lyn ***********,Boss arnel eow po aq po umuwi last november 2021 may makukuha po aq na financial assistance may proof po aq ng 1 time owwa membership sana po kahit paano po meron TIA po god bless
7 weeks ago,Tintin ***********,Gud day po watching here in riyadh
7 weeks ago,Lynlyn ***********,"Sir mg tanung lng po sna aq,,"
7 weeks ago,Yan-yan ***********,Good morning qatar
7 weeks ago,Florliza ***********,5 YRS PO AKO SA QATAR D PO BINIGAY YONG GRATUITY KO
7 weeks ago,Gina ***********,Good morning po watching here from kuwait
7 weeks ago,Albert ***********,Sir Arnel last 2017 po nag exit ang tatay sa company nya dito sa saudi arabia riyadh.. ngayon po stroke sya dyan sa pinas bka po makahingi ng tulong sa inyo kc almost 25 years sya active sa OWWA
7 weeks ago,Diana ***********,Hello po sir arnel watching here in uae
7 weeks ago,Cathy ***********,Hello po sir tanong q lang po may scholarship program po b ang owwa para s senior high if meron po paano po mag apply saudi arabia po nagwowork asawa q maraming salamat po
7 weeks ago,Jovy ***********,"Sir arrnel aqo po namatayan ng anak , kso wla po aqo natanggap mula sa owwa ."
7 weeks ago,April ***********,"Good afternoon sir,madam, watching from Qatar"
7 weeks ago,Marianne ***********,may financial assistance po ba from owwa for solo parent and dependent with special needs?
7 weeks ago,Kuya ***********,Dito SA Qatar andami g problema po MGA kabayan na NASA Domestic section. Pakiayos po Sana mga AGENCY NA NAGPAPAALIS SA PINAS.
7 weeks ago,Celia ***********,Sir sana mapansin mo ako last sir pa po ako nag apply pinipili lng pa ang makapasok sa scholarship nyo satang nman pala binabayad nmin sa owwa region 12 po kami
7 weeks ago,Chaichai ***********,Watching from Hong kong po
7 weeks ago,Jenn ***********,Good afternoon po watching from Sg
7 weeks ago,Dan ***********,Good afternoon from Turkey
7 weeks ago,Lani ***********,"Sir, how can i avail of livelihood assistance?? I am an OFW for more than 6 years in Dammam"
7 weeks ago,Lani ***********,Godbless you all po.thank u for helping ofw..fr.bahrain po kmi
7 weeks ago,Eliza ***********,Watching here from hongkong
7 weeks ago,Cecile ***********,paano po mg apply ng scholar..ofw po ako dto s qatar mg 6 yrs n wla pa po ako nkkuha s owwa
7 weeks ago,Brylle ***********,God bless po sainyo
7 weeks ago,Diamond ***********,Watching from kuwait po
7 weeks ago,Penshoppe ***********,Hi pOH sir ma'am..I'm watching from Saudi Dammam jubail pOH..
7 weeks ago,Rosa ***********,From Taiwan good day po
7 weeks ago,Gonzaga ***********,Good afternoon po
7 weeks ago,Nelie ***********,"hello po sir arnel,,watching fr.UAE"
7 weeks ago,Thata ***********,Hello sir watching from Singapore..
7 weeks ago,Dina ***********,Hello watching for Riyadh
7 weeks ago,Lhynn ***********,Watching from Doha Qatar
7 weeks ago,Roselyn ***********,watching from hongkong
7 weeks ago,Mary ***********,Bkit poh wla p poh ung akap nmin sir mtgal n po
7 weeks ago,Jhie ***********,"Good day po watching from Taiwan,"
7 weeks ago,Boilan ***********,Shoutout Po sir ARNEL IGNACIO .God bless Po
7 weeks ago,Gellie ***********,Hello po pwede po maka hingi tulong kapatid ko po namatay nasa Riyadh Saudi Arabia po sya
7 weeks ago,Opada ***********,Watching from Hongkong
7 weeks ago,Leo ***********,Shout out
7 weeks ago,Ghaziah ***********,good morning ofw riyadh
7 weeks ago,Mersz ***********,Hello?po watching in Saudi Arabia Riyadh
7 weeks ago,Dela ***********,Aqo po 1year n aqo nka tambay sa pinas ito mkkaalis ulit pero concern qo po wala nman po aqo nkuha n
7 weeks ago,Chandrina ***********,Good morning sir Arnel paano po pag apply ng scholarship program may anak mag college sir.ofw Kuwait sana mapansin nyo slamat po
7 weeks ago,Melody ***********,Hello po sir arnel keep watching from dubai
7 weeks ago,Flores ***********,watching from hongkong
7 weeks ago,Rañada ***********,Hi po watching from oman
7 weeks ago,Elsa ***********,Thank you Po Owwa....
7 weeks ago,Ghie ***********,Shout out sir @arnel ignacio watching from dubai ofw
7 weeks ago,Eric ***********,K.S.A...*******
7 weeks ago,Lyn ***********,Helo po good day.watching from singapore
7 weeks ago,John ***********,Hello po President Zulueta Ana smile naman dyan
7 weeks ago,Mata ***********,Watching from hongkong
7 weeks ago,Benico ***********,Watching from Riyadh
7 weeks ago,Genz ***********,Sabi pag nag positive sa Ibang bansa pag uuwi may makuwa wla nmm
7 weeks ago,K ***********,Good afternoon po
7 weeks ago,Grace ***********,Hello po watching from Hong kong
7 weeks ago,Jovy ***********,Sir bka pde po aqo mkahingi ng tulong financial assistant po..sna po matuguan u po aqo ofw po aqo
7 weeks ago,Michelle ***********,Watching from kuwait po
7 weeks ago,Juvie ***********,Watching from kuwait
7 weeks ago,Adiarme ***********,Watching from Dubai
7 weeks ago,Evelyn ***********,Mga sir d2 po kami s riyadh my sahod p po kami s dati nmin company nag transfer n po kami pero d po nmin nakuha ung tatlong buwan nmin sahod patulong nmn sir salamat po
7 weeks ago,Maricel ***********,Watching from kuwait
7 weeks ago,Sham ***********,"Mashaallah,mabuhay po kayo mga sir/ma'am....good bless you all po."
7 weeks ago,Irma ***********,Sir/madam habahin lng po paxencia my mga bitter lng talaga sa mga Tao.. Kahit gagawa kapa mabuti sa kapwa may masasabi parin cla masama..
7 weeks ago,Joyce ***********,Hi po ako c joyce Lumbay Sagao umowi ako nov 18 2020 po DAMMAM SAUDI ARABIA need ko po sana negosyo para hnd na uuwi sa ibang bansa AKAP CASH ASSISTANCE poh
7 weeks ago,Fais ***********,Good afternoon po ako si JOMAR SAMPANG AYOB ako ay isang OFW pano po somali sa 20k pinacial deto po ako ngayon sa mindanao isang taon napo aq naka uwe galing Qatar salamat po
7 weeks ago,Ramil ***********,Sir kming NGa pauwi po pede po b kmi makakuha NG assistance galing sa owwa nagsara n kumpanya namin NG 2 yrs
7 weeks ago,Tonethzie ***********,Watching from oman
7 weeks ago,Navigator ***********,Hello owwa thank you po sa scholarship sa aking anak . She graduated today from doha Qatar. Origin davao city. Salamat po sa lahat
7 weeks ago,Miriam ***********,My owwa scholarship program po b tnx
7 weeks ago,Alfredo ***********,Watching from Dubai
7 weeks ago,Nairold ***********,Sir Arnel salamat sa serbisyo nyo sa mga OFW at kanilang nga pamilya!
7 weeks ago,Crislyn ***********,"morning po, whatching from qatar,"
7 weeks ago,Terry ***********,Sir arnel nag pm po ako
7 weeks ago,Mae ***********,Hello good afternoon
7 weeks ago,Feliciano ***********,Scholarship po sir open p po b
7 weeks ago,Lina ***********,pg po mag forgood n my benifits po ba almost 30+ s saudi
7 weeks ago,Macflor ***********,watching from qatar po Godbless po sana next yr pag makauwi na po aqw may work po kami na mapasukan sa probinsya para poag for good na po aqw sa pinas....maraming salamat po
7 weeks ago,Janice ***********,Watching from .ksa al-qassim po
7 weeks ago,Elsie ***********,Watching from Macau..
7 weeks ago,Dhen ***********,Ang naibigay po ninyo na bpbh po ay may naidagdag napo ako sa maliit na sari sari at nakagraduate na po anak ko last july 5 BSBA FINANCIAL MANAGEMENT
7 weeks ago,Zion ***********,"Greetings po from Riyadh, KSA Sana matugunan lahat ng pangangailangan ng mga humihingi ng tulong lalong lalo na sa mga naabuso ng kanilang Amo."
7 weeks ago,Jomsan ***********,Dpat po monitor kmi mga ofw dto s Saudi.. kc my mga employer n nd mrunong sumunod s contract..
7 weeks ago,Marlyn ***********,Hi watching from kuwait
7 weeks ago,Mersz ***********,Sir pwede p anak k lalaki elementary p cyan pwede p scholarship po dto p ako Saudi Arabia Riyadh p Anu requirements p scholarship anak k
7 weeks ago,Jenjen ***********,"Hi po sir Arnel,.. Watching here in jeddah Saudi Arabia"
7 weeks ago,Ella ***********,Watching from Hongkong
7 weeks ago,Jorose ***********,"Gud afternoon po sir arnel at sa mga kasama mo Po dyan, God bless you all po watching in Hong Kong po"
7 weeks ago,Roger ***********,"Sir good day, watching from Riyadh ksa"
7 weeks ago,Mer ***********,"HOW TO CLAIM
END OF BENEFITS
4 YEARS FINISH CONTRACT"
7 weeks ago,Linongcay ***********,"Watching from Oman muscat,,"
7 weeks ago,Nnaeinuj ***********,Paki bigyan Po Ng pansin Ang mga deportation center names namin dto sa Kuwait kawawa Po cla doon pinakulong Ang kasamahan ko sa trabaho dahil lang nag pa release sya
7 weeks ago,Jerlyn ***********,Pa seen Po mga mssge ko mga ma'am sir...na panis na Po godbless..Sana matulungan ako.
7 weeks ago,Alberto ***********,Watching from Jeddah Saudi Arabia
7 weeks ago,Maria ***********,Good afternoon po
7 weeks ago,Lyn ***********,Sir ung akap ko po matagal na po ako mkapag apply at sa cholar ng pamangkin ko..wla pa din ako natanggap..paano po un mag 1year na po ako nagapply...lhat ng hiningi nga gmail ko pinasa ko nmn
7 weeks ago,Nhina ***********,Good afternoon po frm
7 weeks ago,Mels ***********,Hello po watching from Hong Kong
7 weeks ago,Ricardo ***********,dole akap 4a already 1 year na po until now wala pa
7 weeks ago,Rhean ***********,Hindi po ba kami o ako makakuwi if andito me sa sakan ministry
7 weeks ago,Buk ***********,Slamat sir DA Arnell.. good job po sa inyong lahat
7 weeks ago,Setiram ***********,good afternoon mga sir/mam!!watching here dubai
7 weeks ago,Yum ***********,SIR NAG POSITIVE PO AKO DITO SA HK MAY MAKUKUHA PO BA AKO THANK YOU
7 weeks ago,Annisu ***********,Sir region 1V A po ako andto aq sa hk kasali pb anak q sa scholar anu po kaya update thank you po sir paki help naman po.God bless po
7 weeks ago,Jane ***********,gandang hapon po sir arnel baka po pwedeng makakuha ng financial assistanc ang asawa ko na stranded po cia since pandemic pero walang nakuha na ayuda sa owwa po *******
7 weeks ago,Adela ***********,"Sir Arnel ,mister ko po OFW mag avail po sna kmi ng scholarship para sa anak ko po paano po ba college n po anak ko salamat po"
7 weeks ago,Terry ***********,Hello po sir arnel
7 weeks ago,Adlaremse ***********,Any updates Po sir Arnelli about Saudi Oger claims and benefits
7 weeks ago,Yolanda ***********,Good afternoon po sir papa ano po mag aply ng scholar sheep.kasi may mga anak po akong tatlo higshcool mag graed 11 and grade 10 tas grade 8. Dto po ako nag ta trabaho sa malaysia ofw po.
7 weeks ago,Mary ***********,Kailan po next pay out for EASE
7 weeks ago,Sheb ***********,"Sir, yung scholarship , sabi s anak ko ang dost daw ang pipili, nung January pa nagsubmit ng requirements, sa zamboanga city owwa, bakit po hangang ngayon Wala."
7 weeks ago,Joy ***********,Good morning sir/ Ma'am watching from SAUDI ARABIA
7 weeks ago,Baracena ***********,Good afternoon po sir
7 weeks ago,Melanie ***********,Kasi po approved na ang dole akap namin kaso palagi sinasabi nila wlang pondo
7 weeks ago,Vands ***********,"*******, sna po sir matulungan nyo ako s pg uumpisa ng maari kong mging pngkabuhayan dto s pinas, godbless po..."
7 weeks ago,Dorothy ***********,good afternoon po from slovakia
7 weeks ago,Mer ***********,Un pong end of benefits service pwde b un isama sa contrata praalam ng mga amo at sure na makuha namin
7 weeks ago,Feliciano ***********,Sir scholarship po Meron p open PPO b
7 weeks ago,Nadia ***********,Watching from Dubai
7 weeks ago,Cherryl ***********,Yong dole akap po malapit n mag 1 year ako naaprove ang application ko..pero wla po ako natanggap sana nmn po
7 weeks ago,Obeda ***********,Helllo po watching from KSA
7 weeks ago,Mar ***********,Sir may makukuha poba kmi n tulong galing sa owwa kng kmi ay member
7 weeks ago,Shonia ***********,"WATCHING FROM
KUWAIT"
7 weeks ago,Tessie ***********,Thank you po OWWA Overseas Workers Welfare Administration Graduation na po ng anak ko ngayon. (Cumlaude)thank you po sa mga tulong ninyo. God bless you all
7 weeks ago,Hazelle ***********,Hello po watching her in davao del norte
