date_raw,sender_name,text
a week ago,Nylyoj ***********,"Ito po lage ko inaabangan hingi po sana ako tulong please
pho"
a week ago,Esther ***********,Watching from qatar God bless everyone...
a week ago,Leonard ***********,Po wla pa din po ang akap ko assitance last year pa may ako nag aply until now wla pa din sa tacloban po ako nag aply
a week ago,Ling ***********,Watching from Riyadh
a week ago,Jinky ***********,Hello po watching her in Hong Kong
a week ago,Rosalina ***********,Ma'am sir my ttanongin g lng po ako ml
a week ago,Ann ***********,Watching from dubai
a week ago,Mecy ***********,Slmt po sa mga tulung nyo sa aming mga ofw god blessed u po
a week ago,Liza ***********,Saludo din po kming mga ofw sa walang sawang pag bigay ng advice plagi sa aming nga ofw maraming salamat po sa inyo owwa oficer
a week ago,Ivana ***********,Watching in Riyadh Saudi Arabia good afternoon po Sir and ma'am
a week ago,Jenny ***********,Hi poh watching from Dubai
a week ago,Imelda ***********,watching from Riyadh saudi arabia
a week ago,Nayga ***********,God bless all stuff ng owwa
a week ago,Jocelyn ***********,Manga sir tulongan ninyo po ako gusto ko na po sana umalis dito sa amo ko kc subra na po yung ugali ng madam ko tiis kulang po mula noong bago pa ako dito sir
a week ago,Elvira ***********,I'm busy but because of this live is important to me /us ofws.
a week ago,Araceli ***********,Watching from Hongkong
a week ago,Ellyn ***********,Hello po ser watching of kuwait
a week ago,Marilyn ***********,Good day po watching from UAE dubai
a week ago,Edna ***********,Watching po from Hong kong
a week ago,Florida ***********,hello po watching frm Riyadh
a week ago,Pigasre ***********,Hi po sir...watching from kuwait
a week ago,Longalong ***********,Shout out po from Riyadh
a week ago,Nag ***********,Watching from kuwait
a week ago,Sheyczar ***********,Hello po watching Po from kuwait
a week ago,Maita ***********,Watching from singapore
a week ago,Celeste ***********,God bless you all
a week ago,Leva ***********,Watching from Dubai
a week ago,Gloria ***********,Hello po watching from Dammam Saudi Arabia
a week ago,Cristina ***********,7yrs in saudi 1employer at actimember here
a week ago,Alnadzra ***********,Watching from riyadh
a week ago,Jacob ***********,Watching from KSA Riyadh
a week ago,Jonalyn ***********,Good evening sir isa po Sana aq sa mtulungan nyo mkauwi.from Saudi Arabia po.need ko po asap mkauwi.
a week ago,Rhanee ***********,Halo sir Good evening im watching from Lebanon
a week ago,Josie ***********,"Libri na po ba gamut sa ofw hospital? Kasi inupera ako sa puso nag tatake ako ng warfarin kasi may pacemaker na rin ako at na mechanical valve heart surgery na, dito Ako sa Jeddah, salamat"
a week ago,Lavarias ***********,Watching from dubai
a week ago,Gamae ***********,I'm active member of OWWA and gave some questions. If I could file a disability because of me health complicated condition now but I can't go home to file it. Can I file online? pls. advise.
a week ago,Beth ***********,Watching from italy
a week ago,Redimod ***********,Watching from jordan
a week ago,Faujia ***********,Assalamualaikum sir In mam sana Po ako din mapansin Ako Po Si Faujia hamsilani saddali from Al medina Po contact # ******* sana Po matawagan niu Ako sensia na Po Salamat po
a week ago,Jessel ***********,Sir Arnel ignacio hello Sir my i share lng po aq .dhil hanggang po wla pa po aq iqama at hindi pa po aq ginawan ng cntrata ng second employer ko eh dumaan nman ako nh agency ponl mg 6months po now...
a week ago,Bestfren ***********,Sir madam couple po kmi dtu Riyadh Tanong lng po kung active po Ang aming owwa member ship LUMIPAT po kmi Ng bagong amo Rogelio n wilma ferrer
a week ago,Anajo ***********,GOOD EVENING SIR AKO OFW UAE
a week ago,Kkhem ***********,Hi sir good afternoon. Watching from Kuwait
a week ago,强的勇敢的 ***********,Gud evening po sir..watching from Oman!!
a week ago,Elvira ***********,We all deserve to listen your opinion
a week ago,Maxim ***********,Pls ask lng po if still active my owwa my name Andrea Damaso Riparip Malaysia destination po ako ..
a week ago,Omasdang ***********,Good evening po OFW watching from dammam kingdom of Saudi Arabia
a week ago,Mharianfaith ***********,Watching from Singapore
a week ago,Gladys ***********,Watching from DOHA QATAR
a week ago,Derly ***********,Good am sir watching form saudi riyadh
a week ago,Bong ***********,Sir /Ma'am 8yr na po dito straight anong benifits po..unpaid salary for 12 na lahat. Double job bahay at Salon ginagawa sa akin.
a week ago,Malyn ***********,Watching from hongkong
a week ago,Zredler ***********,Watching from ksa jeddah po sir ask lng po about sa scholar nyo po ano po ba ung mga eequirements nka fill up nman ng form ung anak ko bkit po d nman qualified
a week ago,Rose ***********,Watching from Malaysia....
a week ago,Mariameguela ***********,From Dubai UAE
a week ago,Hanna ***********,Hello po sa lahat watching from Abu Dhabi UAE....
a week ago,Dorie ***********,"Sir anu po gagawin qoh ibebenta po aqoh ng 1st employer qoh po, and2 Po aqoh s Oman 7months n po aqoh d2 s amo qoh"
a week ago,Ladystone ***********,Good evening poh ma'am sir..pano poh mag appy ng scholarship sa owwa
a week ago,Dyesabel ***********,Hello po mga sir tulungan nyo po ako makauwi kc may problema po ako sa xray binalik po ako amo ko gusto ko na po umuwi po please
a week ago,Dyane-Lu ***********,Watching from uae po ..
a week ago,Tabunar ***********,Watching from Cyprus
a week ago,Josie ***********,Watching from ksa riyadh
a week ago,Brenda ***********,Hi po watching from abudhabi
a week ago,Chechris ***********,Magandang gabi sainyo lahat sir and ma’am
a week ago,Mariam ***********,Good evening po
a week ago,Equia ***********,Watching from hongkong.
a week ago,Junev ***********,Watching from riyadh
a week ago,Juvena ***********,"Sir tanong ko lng po sana 4yrs n ako sa amo ko straight,hiningi ko vacation pay leave ko ayw nya ibigay dhil hndi nmn daw ako ng bakasyon,dto po ako riyadh."
a week ago,Ecnirp ***********,"Ask lng po kelan po b need n mgrenew ng owwa membership??? Ktulad ko po lumlbas inactive aq pero ngbyad aq nong bumalik aq d2 ng march 19 ,2020 d2 now s jeddah same employer... Need ko n b mg renew"
a week ago,Anne ***********,Mary Ann Elemento
a week ago,Mylene ***********,"Watching po here in kuwait,,"
a week ago,Warren ***********,Warren Formeloza
a week ago,Maryshanell ***********,Good afternoon watching from khamis Saudi Arabia
a week ago,Elizabeth ***********,Watching from kuwait
a week ago,Jocelyn ***********,Dati po sir nag patulong po ako sa agency ko dito sa Qatar kc de ko kaya ugali amo ko babae
a week ago,Vina ***********,Sir ask ko. Lng po kung active paba ako sa owwa kc nung ngsaudi ako paguwi dko napo nacheck sir nagpunta po ako agad ng dubai.. Kung expired npo paano ho ako makapagapply ulit sir salamat po
a week ago,Vicky ***********,Salute to owwa officers in region12 ..isa po ako sa nka avail ng medical assistance..at ang bilis ng proseso... thank you po and God bless po sa inyong lahat
a week ago,Jaq ***********,Good morning po
a week ago,Elvira ***********,Mga sir sna matolongan nyo yung ofw N namatay mk uwi 6 anak nya kawawa po sila
a week ago,Lyn ***********,Watching from Riyadh..
a week ago,Rose ***********,Good day to everyone
a week ago,Nelspie ***********,"Sana ibalik yung POLO OWWA ID, na in issue nila para sa mga ofw nuong 1991.binibigay kaagad yan ng OWWA after mag PDOS bago flight."
a week ago,Jocelyn ***********,Good afternoon po nga sir
a week ago,クリスティン ***********,Watching uae
a week ago,Nelzon ***********,"Good day poh, Sir saan na Po yong cash assistance nmin na ofw na natamaan sa Bagyong odette sa Southern Leyte Wala nmn binigay sa Amin"
a week ago,Barcelon ***********,Hello sir baka pwede makhingi po ng tulong kulang n kulang sa financial my bato sa apdo tatay ko ska prostate and my fracture po sa likod dpo spat sahod po dito from pangasinan po to dubai
a week ago,Baby ***********,Good evening Po sir
a week ago,Minerva ***********,Watching from Dubai
a week ago,Princess ***********,Pauwi n poh ako itong bwan n poh ito PA help nyo poh ako kng paano k ooh maireklamo ung amo k hn dk Alam kng anu unang process na gagawin kng Hakbang plssss help nyo poh ako...
a week ago,Nancy ***********,Nancy Natividad
a week ago,Julz ***********,Sir Ako po PWD makisuyo NGA tingnan nio po Kung active po ba name KO Dyn Sa owwa
a week ago,Leigh ***********,Watching from riyadh
a week ago,Marites ***********,My name is marites prado
a week ago,Brenda ***********,Paano mka avail housing loan
a week ago,Cristeta ***********,ask ko lng po kung may mkukuha ang ofw Pag 4good na 24 yrs ako sa hk tulong lng pra sa pag patyo ng store kcy wla pong work wla pong png puhunan salamat po sa tugon
a week ago,MJ ***********,Hello Mga sir
a week ago,Tita ***********,Watching from kuwait
a week ago,Angie ***********,Palow up din po mam/sir...
a week ago,Lovilla ***********,Kc nag apply ako ng january until now wla png update
a week ago,はさたら ***********,Hilo po watching kuwait sir
a week ago,Mecy ***********,Good day po
a week ago,Marivic ***********,Good evening po..watching from hongkong..ask ko lang po kung pwed mo mangyari na inactive ako since 20q8 d ako naakuwi?eh everytime mg renew kami ng kontrata eh ngbabayad naman po kami sa owwa..
a week ago,Nhabz ***********,Watching from. Riyadh
a week ago,Belen ***********,Mga sir at mam
a week ago,Sta ***********,Sir good evning pnu po mka apply sa ofw livelihood program..mka avail pa po vha ako na di nka blik...hirap po ang buhay sir sna po mtulungan po kmi.
a week ago,Sonia ***********,Sir...paano po mlaman kng active po ako s owwa mag 5yrs n po ako d2 s saudi
a week ago,Ghe ***********,Gus eve po watching from Norway sana mapauwi nyo pinsan kong distress OFW sa Riyadh umalis nong 2014
a week ago,Je ***********,"sir, bakit po dipa makuha Ng agency ko yong exit visa ko po sa SAKAN nong June pa po ako natapos mag MOL Di daw Nila marelease sabi Ng agency ko. Sana Mapansin po"
a week ago,Visitacion ***********,"Dapat po ibalik na din ung sa loob ng Airport ung kuhaan ng OEC kagaya noon wala kaming problema,un sana po ang maibalik pati na din ung OWWA na puede na din mag bayad po doon.."
a week ago,Elvira ***********,Pahamak yn Dubai dami ngcocross country illegal immigrants
a week ago,Lhelly ***********,Watching from dubai
a week ago,Mary ***********,watching from taiwan
a week ago,Mhai ***********,Watching from riyadh...
a week ago,Evelyn ***********,Watching from Riyadh
a week ago,Mafi ***********,Watching from aljoef sakaka Saudi Arabia
a week ago,Marivic ***********,Watching from hongkong
a week ago,Lorie ***********,Sir PWD bang kumuha ng caregiver certificate nc11 sa Pilipinas ng aking pamilya para maipadala dto s akin uae po ako
a week ago,Reygin ***********,watching in hongkong
a week ago,Gina ***********,Watching from UAE
a week ago,Jhing ***********,Sir sa bansang UAE po amo namin na hindi tumupad sa usapan sana po masagot nyo po at matulungan nyo sya
a week ago,Mario ***********,patulong nman poh pra ofw poh ako galing Riyadh saudi arabia ngka problema ang pera kng pinadala sa alrahji bank bka nman matulungan nyo ako pra makuha ko ang pera na pinadala ko
a week ago,Julie ***********,"Hi po good evening to all, bakit ganun meron akong OWWA apps at naka register na ako pero hindi ko ma open ang apps at sabi ( i don't have owwa account )?"
a week ago,Janette ***********,Watching from bahrain
a week ago,Mecy ***********,Sir gud day po 13yrs n po aq ofw may mkukuha po b aq sa owwa pg mag for good n po aq!slmt po
a week ago,Dorie ***********,"sir ako po si teodora eco from Oman po, sir ibebenta po aqoh ng 1st employer qoh,"
a week ago,MJ ***********,Hello sir paano Po
a week ago,Marlyn ***********,Update sa scholarship. Please
a week ago,Zenny ***********,Ofw form Qatar deport noong July 16 wait kopo Yong tulong para sakin mga sir naaplayan Kona SA coronadal marbel owwa untell now wala pang call
a week ago,Emmangel ***********,Watching from Bahrain
a week ago,Lucas ***********,Sir good afternoon watching from Kuwait house maid gusto ko lang po Kong pwd benefitsyari Ang apo ko
a week ago,Shiela ***********,Tpos meron din po ko 1ts year college puedi po yun
a week ago,Ylana ***********,Watching from kuwait
a week ago,Rosie ***********,After ng mag boarding nag ask po ako sa staff ng Qatar airways Wala daw po refund
a week ago,Ecnirp ***********,Visible po b aq kc knina p aq ask eh
a week ago,Lyn ***********,"Hi po,ano po mga pwede makuha Ng isang ofw kagaya,kasi anak ko may sakit may bukol sa dibdib niya ,by the way melith domalos po ofw sa qatar,taga Baguio po ako Sana masagot Ang Tanong ko"
a week ago,Em-em ***********,Watching form kuwait po
a week ago,Jocelyn ***********,Pero ayaw ng agency ko kc dena man dw ako sinasaktan pero ngayon po subra na amo ko kc sarili kung charger ng cp ko inaangkin niya sa kanya dw ninakaw ko raw
a week ago,Maryshanell ***********,"Sir Sana maka avail ung anak q scholarship thank u
watching here in khamis Saudi Arabia"
a week ago,Ecnirp ***********,"Yun nga sna ngpprescue aq dti nong tyn n kinukulong aq d2 la nangyri
kya i2 until now tiis sunod s gsto kht labis n ung gngwa... La kain la 2log"
a week ago,Beth ***********,Hello mabuhay po owwa directing aksyon Maraming salamat po sa pagaksyon sa amin sansakan dammam. Lalo na po ako finally po nakaalis na din po ako sa saudi. God bless po
a week ago,Love ***********,Sir arnel kailn po ma reles ang dole akap sir isang taong na po akung nag hintay sir ..malaking tulong po sa akin yon sir arnel na single mom po ako
a week ago,Elvira ***********,Read accurate please
a week ago,Leah ***********,For your concern/s
a week ago,Je ***********,Sana masagot sir kasi June papo ako natapos nag MOL. pero hanggang ngayon di DAW PO marelease exit visa ko sa SAKAN sabi ng agency ko. Sana matulongan Nyo po ako na MARELEASE yong axit visa ko po
a week ago,Kate ***********,My mga medical illness po ung iba dto ung iba po mga buntis p. Tulad ko po due date ko n nxt month hntil now nandto p dn po kmi sobrang stress n po dot nito s amin
a week ago,Matutina ***********,Owwa rebate owwa rebate owwa rebate owwa rebate owwa rebate owwa rebate owwa rebate owwa rebate salamat salamat salamat salamat #******* cristina po taga dasmarinas cavite
a week ago,Dorie ***********,"gd pm po sir aqoh po c teodora eco and2 po aqoh s Oman gusto po kasi aqoh ebenta ng 1st employer qoh, 7months p lng po aqoh d2, sir qng uuwi nlng po b aqoh may makukuha po ba aqoh s Owwa po"
a week ago,Jasmin ***********,jasmin pagador de la cruz sis ask q lng sana f active aq s owwa d kc aq mkpasok mg verified slmat
a week ago,Rosemarie ***********,Sir may message Po ako sa owwa care po
a week ago,ANALY ***********,Watching from Abu dhabi UAE
a week ago,Jhay ***********,Good day po watching from lebanon
a week ago,Maritess ***********,Good AFTERNOON PO MAM AND SIR WATCHING FROM DOHA QATAR
a week ago,Josephine ***********,"Hello po,, im watching from working saudi taif KSA p0"
a week ago,Rosie ***********,Sir good evening po pagbalik ko po dito mag hahanap ako ng refund ng sa tax refund ung sa OEC
a week ago,Lorna ***********,Hello po good evening sa inyo lahat jan
a week ago,Sheyczar ***********,Ang passport din Po nmin hawak ng Amo nmin pag hinihiram Po at may kailangan ayusin Po Hirap Po hiramin.
a week ago,Axes ***********,Watching frm hongkong
a week ago,Rhoda ***********,Sir ma'am but nde pa active OWWA ko eh nagrenew na aq
a week ago,Jane ***********,gandang hapon mga sir ma'am ako 5 besen na ako pabalibalik sa Saudi wla nman ako natatanggap sa owwa kait piso
a week ago,Markdharil ***********,Sir anu po dapat gawin sa amo na nanakit nang mga katulong
a week ago,Setyembre ***********,Watching from Qatar pwd po ba Ako mag renew ng owwa ko dito sa Qatar kahit d pa po Ako naka renew ng contract ko 7 years na po Ako dito sa employer ko sana po masagot nyo ...salamat po
a week ago,Samarnon ***********,Watching from Saudi
a week ago,Doreen ***********,"Sana mapansin nen u ang sahod na 1500,,sa taas ng bilihin jn sa pinas kulang na kulang"
a week ago,Galendez ***********,I'm watching from saudi
a week ago,Ynah ***********,Sr paano ko po ba makuha ang aking gratuity dipo kasi binigay ng amo. Nasa qatar pi ako noon at naka uwi na 2 weeks nako dito sa pinas.. Tama po ba na idulog ko ito owwa. Salamat po!
a week ago,Jes ***********,Hello po tanong lang po makakakuha po ba kami ng assistant pra mkapag simula ng negosyo if mag for good napo kami. Kahit di kami distress ofw.? Sana po masagot
a week ago,Rhoda ***********,Sir tanong ko lng po.. nagrenew aq nh OWWA ko last August pro Hanggang ngaun nde pa ative sir ma'am
a week ago,Blanca ***********,Hi po mga sir and maam
a week ago,Oscar ***********,good evening po from hk
a week ago,Erebias ***********,"Good evening po sa inyong lahat
paano po ba maka avail ng scholarship ng OWWA para sa mga anak ko single mother na po ako now dito ako saudi salamat po"
a week ago,Mylzian ***********,"Hello po ,..watching here in Dammam"
a week ago,Ellen ***********,Sir good evening ..from taiwan. Sana. Maka avail ang anak ko nang scholarship ..till now wla pang response sa kanyang application. Owwa cebu region 7
a week ago,Lanie ***********,Good pm po mga sir my pm po ako hindi nyo nman po ako sinagot sa tanong ko bagkos seen nyo lang po salamat
a week ago,Julz ***********,Sir paano namin malaman Na active pa ba Ako Sa owwa
a week ago,Marvic ***********,Watching from riyadh
a week ago,Elvira ***********,No problem s audio
a week ago,Longalong ***********,Sir effective n po b yung kafala
a week ago,Ginalyn ***********,Please sir help me sir kasi po pang bayad sana ng mga utang ng mama ko at papa ko sir please help me
a week ago,Cortez ***********,Waching from Oman
a week ago,Ethel ***********,goodpm po sir
a week ago,CCelestial ***********,Sabi po Ng amo ko Yong contracta daw namin sa pinas lng yan di dito dQ sa Kuwait
a week ago,Elvira ***********,"Sir yung sss ko N stop
N po contribution ko since ng ibng bansa N po ako nsa 100months N po ako nung s fac2ry worker p po ako. Sir mgkano kya I fully paid ko s kulang pra mkpg pension s sss."
a week ago,Acob ***********,Kumpleto napo mga hinihingi po nilang papil pero parang binabaliwala lang po nila ako. 1year and 10months napo ako tengga sa shelter alkhobar po sir.
a week ago,Hildalgo ***********,Hi poh . watching for qatar.pasearch nga poh Kong active poh ako sa owwa... Rosemarie Hidalgo.
a week ago,Sonia ***********,Sir wait ko Po reply nu dto s live Kong member pba ako s owwa kc nais ko Po mgbusiness loan Kong pwd at nais k Rin Po kumuha ng educational schoolarship watching from UAE
a week ago,Jouanne ***********,ano po ba ang proseso para ma rescue ang mga ofw na nsa liblib na lugar ng saudi arabia.
a week ago,MarieRose ***********,Sir am rosemarie watching from jeddah
a week ago,Kkhem ***********,Hi sir pakitingnan po kung member pba ako ng owwa kong active pa ba ako. Thank you po and God bless
a week ago,Gloria ***********,Good pm po
a week ago,Ethel ***********,baka matulungan niyo po ako mga mam at sir
a week ago,Aida ***********,Hello good evening po..watching from KSA
a week ago,Kate ***********,UNG MGA STRANDED PO NA OFW NANDTO N S PILIPINAS PERO UNTIL NOW WLA PA DIN BLITA KUNG KELAN KMI MASSWAB AT MKKLABAS.
a week ago,Mira ***********,Good evening poh... Ask lng poh un poh bang mga ofw n umuwi last 2020 may makuha poh b.. Kng mayron pano poh mag apply
a week ago,Gagang ***********,Hello po good afternoon
a week ago,Maria ***********,Hello po
a week ago,Angel ***********,Welof Jun watching from Jordan.
a week ago,Menchie ***********,About
a week ago,Linda ***********,Hello mga Sir gud eve....watching from hk
a week ago,Maryshanell ***********,"Sir nakita nyo po bah name q.if hnd po ako member magpa member po.Marygrace, Mangubat, Cerecol thanks po Sana mapansin nyo ako malaking tulong po OWWA"
a week ago,Luz ***********,Sir sana mailgay na o maisama sa konrata nming mga dh yung end of service.lagi kc sinasabi ng mga amo bkt dw sila mag bbyad ehh wala dw sa contract yun.
a week ago,Kyleen ***********,Have a nice day po watching from Jeddahpo
a week ago,Jhoy ***********,"Maraming maraming salamat poh Owwa sa agarang aksyon sa pinsanq,nakauwi na poh xa at kasalukuyan n pong nsa quarrantine xa ngaun..salute poh sa inyo"
a week ago,Mary ***********,Sir pwde po ba ako pumunta sa philippine embassy.. Kahit wlang appointment.. Sir.. Para mag renew NG passport po7mag expired na ngayong Oct 2o 2022
a week ago,Jonalyn ***********,Good eve po sir sana po ung mga employer n hnd nagbbgay ng minimum n sahud sa mga helper eh maaksyunan nyo isa n po aq don over work pero below minimum nmn pagsahud salamat po..from muscat oman po
a week ago,Rowena ***********,Sana po msali s scholar anak q Sana agad2 nbigat tlaga pangtuition......dati po kc pmunta aq s owwa d daw pede kaya luhaan aq ng umuwi...need 30k pataas ang sahod Para msali s scholar...
a week ago,Grace ***********,Hello good day po sir sana matulungan niyo po ako sir kailangan po akonnang anak ko ngayon sir ginahasa po siya sit.ito po yong number ko po ******* po nan dito po ako ngayon sa jedahh po
a week ago,Golden ***********,Good day po sir Arnel Ignacio patulong nmn po
a week ago,Rosemarie ***********,Good afternoon from oman po ako
a week ago,Mar ***********,Watching from Hongkong
a week ago,Judy ***********,"Gud pm, Watching po from hongkong"
a week ago,Myrna ***********,Sir yong scollar po ng owwa palawan kaylan poba magstart. May college po akung anak magaral.ofw po ako sa kuwait
a week ago,Elvira ***********,Nasave po b yung nsa death row N ofw sir
a week ago,Ecnirp ***********,Sir paano ko po mare3klamo n active po aq eh ngbyad po amo ko bgo aq mgbakadyon jn nong feb. 2021 at nkakuha p aq ng oec bgo aq mkblik d2 s jeddah... Bkt in activate aq s owwa app???
a week ago,Elvira ***********,Sir mgkano nga bayad
a week ago,De ***********,Watching from UAE po
a week ago,Ging ***********,sir may tanong po ako about sa ofw hospital in Philippines pag hindi kasi naming okay Yong kamay mo baka uuwi ako
a week ago,Longalong ***********,Sir ask k lng po ang last n uwi k nung 2018 tapos umalis ako 2021 mging active po kya ulit yung member k sa owwa eh nag byad nman ako ng owwa nung umalis ako
a week ago,جاكيلين ***********,Watching from oman po
a week ago,Basilia ***********,Good evening po watching fr.sg
a week ago,Ecnirp ***********,Owwa app at owwa fb nga aq ngsumbong nong tym n ngkgulo kmi amo ko bbae pero la nmn response kya i2 ngttiis p dn aq at hnty n lng mtapos kontrata ko gtom lgi
a week ago,Flora ***********,Hi po me jeddah
a week ago,CCelestial ***********,SIR AKO SI ODJIE C. CANOMAY. PLEASE PAKI CHECK KONG ACTIVE MEMBERSHIP KO SA OWWA BAKA KASI SINUNGALING TO AMO KO
a week ago,Jiebench ***********,Maam /sir yong contrata ko poh hindi ko natapos..kc biglaan po kaming pinauwi ng company...yong sahod ko poh sir d ko poh nkuha..
a week ago,Sluhj ***********,.watching from kuwait
a week ago,Jessel ***********,Hello po Sir Arnel ignacio tulungan nyu po aq my college ko po ngaun mag isa lng po nghanap buhay po..
a week ago,Rosie ***********,Good pm
a week ago,Castrillo ***********,watching from hongkong
a week ago,Evelyn ***********,Hello po mga sir watching from malaysia
a week ago,Lyn ***********,Humihingi po ako ng tulong po na mkauwi po ako agad namatayan po ako anak ko at 2 weeks na po ako nag aantay sa update
a week ago,Irene ***********,Magttanung lang po ako 10 yrs n sa amo ko ngayung po dina po ako bblik sa mga amo ko my makukuha po b ako sa mga amo ko or sa owwa salamat po
a week ago,Almodiel ***********,Watching from saudi
a week ago,Kent ***********,"Ako sir 8yrs and 4months stayed in 1 employer in Saudi Arabia, but even my vacation they never give my allowance no graduty"
a week ago,Emmangel ***********,Good morning sir tanung lang po ano po bang benifits na makukuha sakaling mag forgood na kasi lagi na ako nagkakasakit dito sa abroad.
a week ago,Elvy ***********,watching here in Sta josefa Agusan del sur
a week ago,Cristina ***********,thank you po
a week ago,Sarah ***********,Watching from dubai.
a week ago,Ritz ***********,Sir.paano mag apply ng scholarship 27 years napo akong nagtatrabaho sa Saudi at may dalawa akong anak na nag-aaral isang College at Garde 11.
a week ago,Marilou ***********,Sir San po pwede magpa kwenta ng end of service ko 10yrs napo ako dto sa amo ko!tenk u po
a week ago,Reyhanna ***********,"Good evening! Sir Paano mag apply owwa scholarships, Para sa mga anak ng ofw"
a week ago,Lyn ***********,Name :Rebelen Camacho Palac
a week ago,Elvira ***********,Mgkano po bayad sir
a week ago,Longalong ***********,Josephine Santiago Longalong sir p check nga po
a week ago,Je ***********,Watching from QATAR
a week ago,Eden ***********,Sir my quarantine pa din ba pg wlang booster.
a week ago,Jessica ***********,Tanong lng po sir kung sakaling mag forgood na po ano po ba ang benefits na makukuha sa owwa.salamat po.
a week ago,Maryshanell ***********,Sir/mam paAnu malaman kung na member po ako sa owwa naka dalawa balik na po ako.thanks po Sana mapansin nyo ako
a week ago,Sheila ***********,Dalawang buwan na po ako walang work magstay pa po ako dito sa sakan ministry of labor Riyadh saudi Arabia
a week ago,Danylyn ***********,Watching in hk
a week ago,Princess ***********,"Watching from KUWAIT poh, sana lahat ng mga di maayos na kalagayan sana matulungan
God bless poh"
a week ago,Odrallag ***********,Maraming salamat po sainyo sir God bless po sainyo
a week ago,Ruby ***********,Watching from ISABELA po
a week ago,Carolalagoy ***********,Sir paano po mag apply ng scholarship
a week ago,Elvira ***********,"Basahin mo lng comment nmin at replayan mo kmi wow heart
warming samin"
a week ago,Gloria ***********,bayad po namain dito sa macau po 210 mop po.
a week ago,Langging ***********,Watching from Saudi
a week ago,Josie ***********,May tanong ako sa owwa bakit kapag ndi ka disstress wala makukuha sa owwa dapat bigyan ninyo rin kami kasi ndi naman.habang buhay nandito kami sa abroad Sana makautang din kami ng puhunan
a week ago,Miles ***********,Dati po 2mwag napo ako dto sa embassy NG qatar tas pinasa po ako sa polo 2mwag po ako sa polo kinuha Lang po no. Ko Sabi twgan ako dnapo ako tinawag nun June papo
a week ago,Isabel ***********,Sir_maam kailan po ba aq mkktNggap ng cash assistance until wla p rin po twag sakin...ing iba nkktanggap agad...isa po aq s repatriation nung aug.26 from kuwait...sna mapansin nyo po
a week ago,Raquel ***********,watching from kuwait po sir ..RAQUEL P Sombise active po ba ako?sir pano po maka avail at mg apply kung mg for good napo .im 9yrs napo dto kuwait i 1 employer salamat po.
a week ago,Cutty ***********,Wacthing from jeddah
a week ago,Lee ***********,Sana makuha na nami ang dole akap po 1 year na kaming nag hintay.
a week ago,Rachel ***********,Good afternoon po sir pwede ko po ba eriklamo ang dati ko amo kc bininta nya ako sa ibang agency
a week ago,Elvira ***********,Message ko din po waiting replies noh b yn favoritism b kayo
a week ago,Maria ***********,Watching from here
a week ago,Rodel ***********,Sir iisa ang imployir ko dto sa saudi arabia ryadh mag 6 yrs na ko nag mimikaniko sa honda po may makukuha kaya ko pag mag exit po ko sa employer ko....tanung lang po
a week ago,Anna ***********,"Stroke patient,San po pwede apply financial pampagamot.nkauwi na po last week"
a week ago,Nicole ***********,Sa Bahrain magkano Po Ang bbayaran...matagal na di ako makapag bayad..noong pag uwi ko pa..2016
